customer_id,freq,avg_amount,max_amount,min_amount,category
CS1414,20,71.85,105,39,Medium
CS1415,27,64.88888888888889,105,36,High
CS1416,20,75.65,105,41,High
CS1417,15,71.73333333333333,94,35,Low
CS1418,14,75.21428571428571,104,35,Medium
CS1419,27,70.92592592592592,105,37,High
CS1420,25,76.92,101,36,High
CS1421,27,70.22222222222223,102,36,Medium
CS1422,15,80.73333333333333,95,51,Medium
CS1423,20,59.1,95,37,Low
CS1424,24,73.04166666666667,104,43,High
CS1425,23,73.3913043478261,105,35,High
CS1426,21,73.23809523809524,104,44,Medium
CS1427,15,65.66666666666667,91,35,Low
CS1428,25,77.92,105,46,High
CS1429,18,70.05555555555556,105,36,Medium
CS1430,21,68.57142857142857,99,35,Medium
CS1431,18,69.83333333333333,96,35,Medium
CS1432,19,71.6842105263158,102,39,Medium
CS1433,20,73.4,105,35,High
CS1434,27,65.11111111111111,104,35,Medium
CS1435,25,68.0,105,36,High
CS1436,14,69.78571428571429,105,35,Medium
CS1437,12,73.33333333333333,104,58,Medium
CS1438,20,68.7,102,37,Medium
CS1439,16,72.5,105,36,Medium
CS1440,22,71.68181818181819,99,38,Medium
CS1441,20,67.55,100,38,Medium
CS1442,20,61.25,96,36,Low
CS1443,24,78.16666666666667,103,40,High
CS1444,23,76.34782608695652,104,37,High
CS1445,23,66.34782608695652,104,36,Medium
CS1446,15,66.06666666666666,100,35,Medium
CS1447,14,71.5,104,35,Medium
CS1448,16,77.4375,105,45,Medium
CS1449,20,70.1,97,37,Medium
CS1450,20,62.55,85,37,Low
CS1451,22,77.95454545454545,104,35,Medium
CS1452,15,62.733333333333334,102,40,Low
CS1453,22,74.54545454545455,102,41,Medium
CS1454,17,66.23529411764706,97,35,Medium
CS1455,18,72.27777777777777,105,37,High
CS1456,20,68.15,102,38,Medium
CS1457,15,61.93333333333333,92,36,Low
CS1458,20,71.1,105,38,Medium
CS1459,24,67.79166666666667,104,35,Medium
CS1460,18,65.83333333333333,103,35,Medium
CS1461,23,68.1304347826087,99,40,Medium
CS1462,24,67.33333333333333,103,36,Medium
CS1463,27,66.92592592592592,104,35,Medium
CS1464,21,76.80952380952381,105,42,High
CS1465,22,74.13636363636364,103,41,Medium
CS1466,17,70.0,99,38,Medium
CS1467,18,68.5,99,37,Medium
CS1468,21,67.23809523809524,102,44,Medium
CS1469,19,73.0,100,37,Medium
CS1470,22,74.95454545454545,105,35,High
CS1471,20,66.25,87,38,Medium
CS1472,19,65.3157894736842,102,35,Medium
CS1473,25,67.8,104,37,Medium
CS1474,21,70.80952380952381,104,37,Medium
CS1475,18,66.5,105,36,Medium
CS1476,20,71.5,98,41,Medium
CS1477,18,65.83333333333333,98,37,Medium
CS1478,19,68.42105263157895,104,39,Medium
CS1479,20,78.35,105,38,High
CS1480,17,73.58823529411765,102,37,Medium
CS1481,13,67.38461538461539,93,39,Low
CS1482,12,61.0,103,37,Low
CS1483,24,73.91666666666667,101,36,High
CS1484,16,76.3125,103,43,Medium
CS1485,25,72.56,105,44,High
CS1486,19,72.47368421052632,103,39,Medium
CS1487,10,59.9,90,37,Low
CS1488,23,69.34782608695652,103,42,Medium
CS1489,15,63.333333333333336,96,38,Low
CS1490,25,71.52,99,37,Medium
CS1491,17,73.17647058823529,105,43,High
CS1492,19,71.47368421052632,101,37,Medium
CS1493,21,72.9047619047619,103,42,Medium
CS1494,21,71.52380952380952,101,39,Medium
CS1495,17,66.94117647058823,105,37,Medium
CS1496,18,67.88888888888889,102,37,Medium
CS1497,20,72.25,105,35,High
CS1498,22,69.04545454545455,102,39,Medium
CS1499,26,72.26923076923077,105,37,High
CS1500,15,65.53333333333333,96,41,Low
CS1501,26,75.57692307692308,102,44,High
CS1502,22,73.31818181818181,105,40,High
CS1503,27,71.37037037037037,104,37,Medium
CS1504,13,63.46153846153846,99,40,Low
CS1505,25,68.12,104,39,Medium
CS1506,18,72.61111111111111,101,35,Medium
CS1507,21,60.95238095238095,99,36,Medium
CS1508,28,69.03571428571429,103,35,Medium
CS1509,20,69.15,105,39,Medium
CS1510,26,68.92307692307692,103,37,Medium
CS1511,18,69.61111111111111,101,35,Medium
CS1512,20,61.95,95,37,Low
CS1513,22,65.63636363636364,96,39,Medium
CS1514,16,65.375,104,35,Medium
CS1515,22,79.18181818181819,105,37,High
CS1516,18,72.66666666666667,100,40,Medium
CS1517,18,64.88888888888889,98,37,Medium
CS1518,19,60.578947368421055,100,36,Medium
CS1519,15,64.13333333333334,98,36,Medium
CS1520,18,64.55555555555556,105,38,Medium
CS1521,9,74.55555555555556,98,40,Medium
CS1522,14,63.857142857142854,96,35,Low
CS1523,15,61.86666666666667,100,37,Low
CS1524,17,63.23529411764706,97,35,Low
CS1525,17,71.47058823529412,103,37,Medium
CS1526,19,69.6842105263158,102,41,Medium
CS1527,19,62.473684210526315,104,36,Medium
CS1528,24,69.16666666666667,103,35,Medium
CS1529,25,72.92,101,39,High
CS1530,10,62.6,91,37,Low
CS1531,25,71.72,104,42,Medium
CS1532,17,67.05882352941177,97,38,Medium
CS1533,23,69.82608695652173,97,38,Medium
CS1534,20,68.95,104,45,Medium
CS1535,24,79.33333333333333,105,35,High
CS1536,12,62.75,105,45,Medium
CS1537,20,66.15,99,37,Medium
CS1538,19,68.63157894736842,102,40,Medium
CS1539,20,68.55,103,37,Medium
CS1540,19,63.10526315789474,96,37,Low
CS1541,30,75.76666666666667,105,39,High
CS1542,27,66.96296296296296,105,37,High
CS1543,12,79.0,103,39,Medium
CS1544,19,70.21052631578948,101,38,Medium
CS1545,28,69.10714285714286,105,36,High
CS1546,18,79.77777777777777,104,41,Medium
CS1547,22,72.72727272727273,104,38,Medium
CS1548,23,76.30434782608695,105,37,High
CS1549,20,69.65,105,36,Medium
CS1550,22,71.95454545454545,105,35,Medium
CS1551,18,72.22222222222223,105,40,High
CS1552,22,72.9090909090909,105,44,High
CS1553,20,72.2,105,39,High
CS1554,17,58.411764705882355,104,35,Medium
CS1555,23,68.30434782608695,104,35,Medium
CS1556,13,79.3076923076923,104,42,Medium
CS1557,30,66.4,104,35,Medium
CS1558,23,65.21739130434783,99,36,Medium
CS1559,20,80.65,103,47,Medium
CS1560,18,75.11111111111111,104,36,Medium
CS1561,15,72.13333333333334,103,47,Medium
CS1562,12,59.25,83,37,Low
CS1563,17,65.17647058823529,105,35,Medium
CS1564,16,81.5,103,44,Medium
CS1565,17,67.47058823529412,102,36,Medium
CS1566,21,71.0,97,40,Medium
CS1567,19,77.10526315789474,105,36,High
CS1568,20,80.2,104,41,Medium
CS1569,15,71.6,104,35,Medium
CS1570,25,71.28,99,41,Medium
CS1571,20,75.15,105,36,High
CS1572,15,72.33333333333333,100,41,Medium
CS1573,19,81.0,105,49,High
CS1574,18,56.55555555555556,98,37,Medium
CS1575,26,61.96153846153846,101,36,Medium
CS1576,16,67.125,103,47,Medium
CS1577,21,72.61904761904762,105,40,High
CS1578,16,70.3125,101,35,Medium
CS1579,20,71.65,105,37,Medium
CS1580,33,70.57575757575758,102,36,Medium
CS1581,23,65.26086956521739,99,35,Medium
CS1582,27,74.4074074074074,105,35,High
CS1583,25,76.76,105,36,High
CS1584,21,72.0,105,40,Medium
CS1585,19,61.421052631578945,92,38,Low
CS1586,20,72.05,104,41,Medium
CS1587,27,70.37037037037037,105,40,High
CS1588,25,63.64,103,35,Medium
CS1589,15,76.73333333333333,103,37,Medium
CS1590,16,60.25,99,37,Low
CS1591,18,63.55555555555556,95,37,Low
CS1592,19,63.94736842105263,102,36,Medium
CS1593,20,70.3,103,37,Medium
CS1594,13,69.3076923076923,103,35,Medium
CS1595,10,64.8,84,43,Low
CS1596,19,70.63157894736842,105,38,Medium
CS1597,23,70.04347826086956,105,37,High
CS1598,20,64.45,102,36,Medium
CS1599,15,68.53333333333333,104,36,Medium
CS1600,20,66.55,101,37,Medium
CS1601,27,66.18518518518519,103,36,Medium
CS1602,20,70.05,102,35,Medium
CS1603,19,72.3157894736842,104,44,Medium
CS1604,28,69.64285714285714,105,38,High
CS1605,27,62.407407407407405,92,39,Medium
CS1606,13,60.07692307692308,80,41,Low
CS1607,19,72.84210526315789,95,51,Medium
CS1608,14,69.5,104,40,Medium
CS1609,20,68.75,94,41,Medium
CS1610,19,69.78947368421052,95,39,Medium
CS1611,23,78.0,105,35,High
CS1612,26,67.65384615384616,104,39,Medium
CS1613,21,64.14285714285714,102,35,Medium
CS1614,22,71.27272727272727,103,36,Medium
CS1615,20,70.95,105,35,Medium
CS1616,19,75.47368421052632,103,35,Medium
CS1617,27,66.07407407407408,101,36,Medium
CS1618,13,68.23076923076923,89,36,Low
CS1619,21,63.0,89,40,Low
CS1620,16,82.5,104,64,Medium
CS1621,26,72.84615384615384,98,38,High
CS1622,20,68.0,105,39,Medium
CS1623,26,68.34615384615384,104,38,Medium
CS1624,25,73.28,102,37,High
CS1625,14,67.85714285714286,104,38,Medium
CS1626,17,68.94117647058823,100,38,Medium
CS1627,16,65.1875,98,38,Medium
CS1628,21,69.33333333333333,103,35,Medium
CS1629,22,63.36363636363637,100,35,Medium
CS1630,20,69.65,104,40,Medium
CS1631,18,67.94444444444444,104,40,Medium
CS1632,17,69.82352941176471,102,38,Medium
CS1633,26,67.8076923076923,103,35,Medium
CS1634,15,69.6,103,36,Medium
CS1635,23,68.3913043478261,103,36,Medium
CS1636,19,70.89473684210526,100,39,Medium
CS1637,22,68.0,102,38,Medium
CS1638,15,69.0,101,37,Medium
CS1639,23,70.3913043478261,105,35,High
CS1640,19,64.84210526315789,91,38,Medium
CS1641,17,72.47058823529412,104,37,Medium
CS1642,24,69.66666666666667,102,37,Medium
CS1643,27,77.29629629629629,103,39,High
CS1644,22,70.0909090909091,105,35,Medium
CS1645,19,74.3157894736842,105,44,High
CS1646,17,69.70588235294117,99,41,Medium
CS1647,21,66.71428571428571,100,36,Medium
CS1648,24,74.0,104,37,High
CS1649,16,74.8125,105,35,Medium
CS1650,24,76.33333333333333,103,36,High
CS1651,13,71.3076923076923,102,37,Medium
CS1652,26,66.38461538461539,105,37,High
CS1653,26,76.38461538461539,102,36,High
CS1654,19,72.84210526315789,105,46,High
CS1655,14,68.21428571428571,99,37,Medium
CS1656,14,69.0,105,37,Medium
CS1657,18,61.388888888888886,101,38,Medium
CS1658,20,69.45,102,35,Medium
CS1659,19,69.0,105,39,Medium
CS1660,24,72.70833333333333,102,36,High
CS1661,32,64.09375,102,35,Medium
CS1662,17,60.76470588235294,105,35,Medium
CS1663,23,64.65217391304348,96,37,Medium
CS1664,25,78.16,105,40,High
CS1665,16,64.5625,104,38,Medium
CS1666,18,76.94444444444444,101,44,Medium
CS1667,20,65.65,103,38,Medium
CS1668,17,72.17647058823529,103,43,Medium
CS1669,15,73.66666666666667,104,36,Medium
CS1670,16,74.4375,103,40,Medium
CS1671,17,73.29411764705883,99,38,Medium
CS1672,15,74.0,102,49,Medium
CS1673,26,68.61538461538461,100,38,Medium
CS1674,17,64.0,105,41,Medium
CS1675,28,75.85714285714286,105,42,High
CS1676,28,74.57142857142857,105,36,High
CS1677,21,68.52380952380952,101,35,Medium
CS1678,18,68.33333333333333,102,41,Medium
CS1679,28,70.57142857142857,104,35,Medium
CS1680,18,63.94444444444444,99,38,Medium
CS1681,21,69.85714285714286,104,39,Medium
CS1682,15,71.66666666666667,102,37,Medium
CS1683,17,73.23529411764706,97,40,Medium
CS1684,18,68.94444444444444,105,37,Medium
CS1685,22,71.31818181818181,104,35,Medium
CS1686,24,68.625,103,36,Medium
CS1687,22,75.27272727272727,104,36,Medium
CS1688,17,68.6470588235294,105,38,Medium
CS1689,16,62.0625,104,38,Low
CS1690,19,71.26315789473684,104,36,Medium
CS1691,20,76.15,104,38,Medium
CS1692,23,69.21739130434783,97,35,Medium
CS1693,12,75.66666666666667,105,37,Medium
CS1694,22,60.45454545454545,100,35,Medium
CS1695,32,67.9375,105,35,High
CS1696,19,69.73684210526316,100,42,Medium
CS1697,15,72.13333333333334,98,40,Medium
CS1698,19,73.52631578947368,104,40,Medium
CS1699,18,70.05555555555556,104,39,Medium
CS1700,17,69.76470588235294,102,37,Medium
CS1701,18,66.11111111111111,95,36,Medium
CS1702,17,60.470588235294116,102,41,Medium
CS1703,15,59.333333333333336,103,36,Low
CS1704,22,67.45454545454545,102,38,Medium
CS1705,21,73.95238095238095,102,38,Medium
CS1706,23,73.08695652173913,105,40,High
CS1707,22,73.95454545454545,105,45,High
CS1708,25,71.6,104,36,Medium
CS1709,23,70.82608695652173,104,36,Medium
CS1710,22,71.68181818181819,102,39,Medium
CS1711,23,67.30434782608695,103,38,Medium
CS1712,21,67.19047619047619,97,35,Medium
CS1713,19,78.6842105263158,105,39,High
CS1714,16,78.0,105,43,Medium
CS1715,20,65.7,100,37,Medium
CS1716,6,73.33333333333333,100,59,Medium
CS1717,14,68.78571428571429,103,36,Medium
CS1718,18,71.33333333333333,105,35,Medium
CS1719,17,68.58823529411765,105,36,Medium
CS1720,17,64.94117647058823,103,35,Medium
CS1721,24,70.29166666666667,100,40,Medium
CS1722,19,69.47368421052632,99,40,Medium
CS1723,17,67.41176470588235,105,36,Medium
CS1724,18,67.94444444444444,98,35,Medium
CS1725,27,65.85185185185185,105,36,High
CS1726,23,66.47826086956522,103,35,Medium
CS1727,25,68.08,102,35,Medium
CS1728,26,72.92307692307692,105,38,High
CS1729,24,65.29166666666667,100,35,Medium
CS1730,19,66.3157894736842,101,35,Medium
CS1731,17,67.3529411764706,105,36,Medium
CS1732,18,75.16666666666667,104,45,Medium
CS1733,20,75.3,103,41,Medium
CS1734,18,68.61111111111111,102,40,Medium
CS1735,14,68.0,104,40,Medium
CS1736,24,68.875,100,38,Medium
CS1737,23,75.52173913043478,104,42,High
CS1738,20,66.85,99,39,Medium
CS1739,17,70.52941176470588,95,35,Medium
CS1740,25,76.08,103,41,High
CS1741,19,66.52631578947368,104,37,Medium
CS1742,19,69.78947368421052,99,41,Medium
CS1743,17,82.6470588235294,105,41,High
CS1744,14,76.14285714285714,105,39,Medium
CS1745,22,73.4090909090909,105,36,High
CS1746,26,72.23076923076923,103,36,High
CS1747,17,64.6470588235294,101,40,Medium
CS1748,22,68.0909090909091,105,36,Medium
CS1749,17,69.05882352941177,92,35,Medium
CS1750,22,70.13636363636364,102,36,Medium
CS1751,23,65.3913043478261,91,36,Medium
CS1752,22,75.27272727272727,104,47,Medium
CS1753,18,65.55555555555556,104,35,Medium
CS1754,17,69.23529411764706,105,38,Medium
CS1755,17,68.47058823529412,105,38,Medium
CS1756,18,65.33333333333333,99,35,Medium
CS1757,31,72.19354838709677,105,38,High
CS1758,20,66.85,100,36,Medium
CS1759,24,68.91666666666667,102,36,Medium
CS1760,21,74.76190476190476,105,37,High
CS1761,16,71.5,105,36,Medium
CS1762,14,73.35714285714286,102,40,Medium
CS1763,24,70.375,104,36,Medium
